filename,fold,target,category,esc10,src_file,take,file_path
1-24796-A-47.wav,1,47,airplane,False,24796,A,dataset\ESC-50-master\audio\airplane\1-24796-A-47.wav
1-254507-A-43.wav,1,43,car_horn,False,254507,A,dataset\ESC-50-master\audio\car_horn\1-254507-A-43.wav
1-25777-A-48.wav,1,48,fireworks,False,25777,A,dataset\ESC-50-master\audio\fireworks\1-25777-A-48.wav
1-25781-A-48.wav,1,48,fireworks,False,25781,A,dataset\ESC-50-master\audio\fireworks\1-25781-A-48.wav
1-26176-A-43.wav,1,43,car_horn,False,26176,A,dataset\ESC-50-master\audio\car_horn\1-26176-A-43.wav
1-26177-A-43.wav,1,43,car_horn,False,26177,A,dataset\ESC-50-master\audio\car_horn\1-26177-A-43.wav
1-28808-A-43.wav,1,43,car_horn,False,28808,A,dataset\ESC-50-master\audio\car_horn\1-28808-A-43.wav
1-31482-A-42.wav,1,42,siren,False,31482,A,dataset\ESC-50-master\audio\siren\1-31482-A-42.wav
1-31482-B-42.wav,1,42,siren,False,31482,B,dataset\ESC-50-master\audio\siren\1-31482-B-42.wav
1-36929-A-47.wav,1,47,airplane,False,36929,A,dataset\ESC-50-master\audio\airplane\1-36929-A-47.wav
1-40154-A-46.wav,1,46,church_bells,False,40154,A,dataset\ESC-50-master\audio\church_bells\1-40154-A-46.wav
1-43807-A-47.wav,1,47,airplane,False,43807,A,dataset\ESC-50-master\audio\airplane\1-43807-A-47.wav
1-43807-B-47.wav,1,47,airplane,False,43807,B,dataset\ESC-50-master\audio\airplane\1-43807-B-47.wav
1-43807-C-47.wav,1,47,airplane,False,43807,C,dataset\ESC-50-master\audio\airplane\1-43807-C-47.wav
1-43807-D-47.wav,1,47,airplane,False,43807,D,dataset\ESC-50-master\audio\airplane\1-43807-D-47.wav
1-46353-A-49.wav,1,49,hand_saw,False,46353,A,dataset\ESC-50-master\audio\hand_saw\1-46353-A-49.wav
1-47250-A-41.wav,1,41,chainsaw,True,47250,A,dataset\ESC-50-master\audio\chainsaw\1-47250-A-41.wav
1-47250-B-41.wav,1,41,chainsaw,True,47250,B,dataset\ESC-50-master\audio\chainsaw\1-47250-B-41.wav
1-48298-A-46.wav,1,46,church_bells,False,48298,A,dataset\ESC-50-master\audio\church_bells\1-48298-A-46.wav
1-50454-A-44.wav,1,44,engine,False,50454,A,dataset\ESC-50-master\audio\engine\1-50454-A-44.wav
1-50455-A-44.wav,1,44,engine,False,50455,A,dataset\ESC-50-master\audio\engine\1-50455-A-44.wav
1-50661-A-44.wav,1,44,engine,False,50661,A,dataset\ESC-50-master\audio\engine\1-50661-A-44.wav
1-53467-A-47.wav,1,47,airplane,False,53467,A,dataset\ESC-50-master\audio\airplane\1-53467-A-47.wav
1-54065-A-45.wav,1,45,train,False,54065,A,dataset\ESC-50-master\audio\train\1-54065-A-45.wav
1-54065-B-45.wav,1,45,train,False,54065,B,dataset\ESC-50-master\audio\train\1-54065-B-45.wav
1-54084-A-42.wav,1,42,siren,False,54084,A,dataset\ESC-50-master\audio\siren\1-54084-A-42.wav
1-54747-A-46.wav,1,46,church_bells,False,54747,A,dataset\ESC-50-master\audio\church_bells\1-54747-A-46.wav
1-56907-A-46.wav,1,46,church_bells,False,56907,A,dataset\ESC-50-master\audio\church_bells\1-56907-A-46.wav
1-61261-A-44.wav,1,44,engine,False,61261,A,dataset\ESC-50-master\audio\engine\1-61261-A-44.wav
1-62509-A-45.wav,1,45,train,False,62509,A,dataset\ESC-50-master\audio\train\1-62509-A-45.wav
1-62565-A-44.wav,1,44,engine,False,62565,A,dataset\ESC-50-master\audio\engine\1-62565-A-44.wav
1-64398-A-41.wav,1,41,chainsaw,True,64398,A,dataset\ESC-50-master\audio\chainsaw\1-64398-A-41.wav
1-64398-B-41.wav,1,41,chainsaw,True,64398,B,dataset\ESC-50-master\audio\chainsaw\1-64398-B-41.wav
1-64473-A-45.wav,1,45,train,False,64473,A,dataset\ESC-50-master\audio\train\1-64473-A-45.wav
1-70300-A-45.wav,1,45,train,False,70300,A,dataset\ESC-50-master\audio\train\1-70300-A-45.wav
1-76831-A-42.wav,1,42,siren,False,76831,A,dataset\ESC-50-master\audio\siren\1-76831-A-42.wav
1-76831-B-42.wav,1,42,siren,False,76831,B,dataset\ESC-50-master\audio\siren\1-76831-B-42.wav
1-76831-C-42.wav,1,42,siren,False,76831,C,dataset\ESC-50-master\audio\siren\1-76831-C-42.wav
1-76831-D-42.wav,1,42,siren,False,76831,D,dataset\ESC-50-master\audio\siren\1-76831-D-42.wav
1-76831-E-42.wav,1,42,siren,False,76831,E,dataset\ESC-50-master\audio\siren\1-76831-E-42.wav
1-7974-A-49.wav,1,49,hand_saw,False,7974,A,dataset\ESC-50-master\audio\hand_saw\1-7974-A-49.wav
1-7974-B-49.wav,1,49,hand_saw,False,7974,B,dataset\ESC-50-master\audio\hand_saw\1-7974-B-49.wav
1-88409-A-45.wav,1,45,train,False,88409,A,dataset\ESC-50-master\audio\train\1-88409-A-45.wav
1-88409-B-45.wav,1,45,train,False,88409,B,dataset\ESC-50-master\audio\train\1-88409-B-45.wav
1-9886-A-49.wav,1,49,hand_saw,False,9886,A,dataset\ESC-50-master\audio\hand_saw\1-9886-A-49.wav
1-9887-A-49.wav,1,49,hand_saw,False,9887,A,dataset\ESC-50-master\audio\hand_saw\1-9887-A-49.wav
1-9887-B-49.wav,1,49,hand_saw,False,9887,B,dataset\ESC-50-master\audio\hand_saw\1-9887-B-49.wav
2-100648-A-43.wav,2,43,car_horn,False,100648,A,dataset\ESC-50-master\audio\car_horn\2-100648-A-43.wav
2-105270-A-47.wav,2,47,airplane,False,105270,A,dataset\ESC-50-master\audio\airplane\2-105270-A-47.wav
2-106014-A-44.wav,2,44,engine,False,106014,A,dataset\ESC-50-master\audio\engine\2-106014-A-44.wav
2-106015-A-44.wav,2,44,engine,False,106015,A,dataset\ESC-50-master\audio\engine\2-106015-A-44.wav
2-106015-B-44.wav,2,44,engine,False,106015,B,dataset\ESC-50-master\audio\engine\2-106015-B-44.wav
2-106486-A-44.wav,2,44,engine,False,106486,A,dataset\ESC-50-master\audio\engine\2-106486-A-44.wav
2-106487-A-44.wav,2,44,engine,False,106487,A,dataset\ESC-50-master\audio\engine\2-106487-A-44.wav
2-106849-A-47.wav,2,47,airplane,False,106849,A,dataset\ESC-50-master\audio\airplane\2-106849-A-47.wav
2-107228-A-44.wav,2,44,engine,False,107228,A,dataset\ESC-50-master\audio\engine\2-107228-A-44.wav
2-107228-B-44.wav,2,44,engine,False,107228,B,dataset\ESC-50-master\audio\engine\2-107228-B-44.wav
2-117615-A-48.wav,2,48,fireworks,False,117615,A,dataset\ESC-50-master\audio\fireworks\2-117615-A-48.wav
2-117615-B-48.wav,2,48,fireworks,False,117615,B,dataset\ESC-50-master\audio\fireworks\2-117615-B-48.wav
2-117615-C-48.wav,2,48,fireworks,False,117615,C,dataset\ESC-50-master\audio\fireworks\2-117615-C-48.wav
2-117615-D-48.wav,2,48,fireworks,False,117615,D,dataset\ESC-50-master\audio\fireworks\2-117615-D-48.wav
2-117615-E-48.wav,2,48,fireworks,False,117615,E,dataset\ESC-50-master\audio\fireworks\2-117615-E-48.wav
2-117616-A-48.wav,2,48,fireworks,False,117616,A,dataset\ESC-50-master\audio\fireworks\2-117616-A-48.wav
2-117617-A-48.wav,2,48,fireworks,False,117617,A,dataset\ESC-50-master\audio\fireworks\2-117617-A-48.wav
2-122066-A-45.wav,2,45,train,False,122066,A,dataset\ESC-50-master\audio\train\2-122066-A-45.wav
2-122066-B-45.wav,2,45,train,False,122066,B,dataset\ESC-50-master\audio\train\2-122066-B-45.wav
2-122067-A-45.wav,2,45,train,False,122067,A,dataset\ESC-50-master\audio\train\2-122067-A-45.wav
2-122067-B-45.wav,2,45,train,False,122067,B,dataset\ESC-50-master\audio\train\2-122067-B-45.wav
2-125520-A-43.wav,2,43,car_horn,False,125520,A,dataset\ESC-50-master\audio\car_horn\2-125520-A-43.wav
2-128465-A-43.wav,2,43,car_horn,False,128465,A,dataset\ESC-50-master\audio\car_horn\2-128465-A-43.wav
2-128465-B-43.wav,2,43,car_horn,False,128465,B,dataset\ESC-50-master\audio\car_horn\2-128465-B-43.wav
2-135649-A-45.wav,2,45,train,False,135649,A,dataset\ESC-50-master\audio\train\2-135649-A-45.wav
2-135649-B-45.wav,2,45,train,False,135649,B,dataset\ESC-50-master\audio\train\2-135649-B-45.wav
2-135649-C-45.wav,2,45,train,False,135649,C,dataset\ESC-50-master\audio\train\2-135649-C-45.wav
2-135860-A-49.wav,2,49,hand_saw,False,135860,A,dataset\ESC-50-master\audio\hand_saw\2-135860-A-49.wav
2-138465-A-43.wav,2,43,car_horn,False,138465,A,dataset\ESC-50-master\audio\car_horn\2-138465-A-43.wav
2-144137-A-43.wav,2,43,car_horn,False,144137,A,dataset\ESC-50-master\audio\car_horn\2-144137-A-43.wav
2-160888-A-47.wav,2,47,airplane,False,160888,A,dataset\ESC-50-master\audio\airplane\2-160888-A-47.wav
2-165801-A-48.wav,2,48,fireworks,False,165801,A,dataset\ESC-50-master\audio\fireworks\2-165801-A-48.wav
2-184077-A-49.wav,2,49,hand_saw,False,184077,A,dataset\ESC-50-master\audio\hand_saw\2-184077-A-49.wav
2-188822-A-40.wav,2,40,helicopter,True,188822,A,dataset\ESC-50-master\audio\helicopter\2-188822-A-40.wav
2-188822-B-40.wav,2,40,helicopter,True,188822,B,dataset\ESC-50-master\audio\helicopter\2-188822-B-40.wav
2-188822-C-40.wav,2,40,helicopter,True,188822,C,dataset\ESC-50-master\audio\helicopter\2-188822-C-40.wav
2-188822-D-40.wav,2,40,helicopter,True,188822,D,dataset\ESC-50-master\audio\helicopter\2-188822-D-40.wav
2-262579-A-45.wav,2,45,train,False,262579,A,dataset\ESC-50-master\audio\train\2-262579-A-45.wav
2-37806-A-40.wav,2,40,helicopter,True,37806,A,dataset\ESC-50-master\audio\helicopter\2-37806-A-40.wav
2-37806-B-40.wav,2,40,helicopter,True,37806,B,dataset\ESC-50-master\audio\helicopter\2-37806-B-40.wav
2-37806-C-40.wav,2,40,helicopter,True,37806,C,dataset\ESC-50-master\audio\helicopter\2-37806-C-40.wav
2-37806-D-40.wav,2,40,helicopter,True,37806,D,dataset\ESC-50-master\audio\helicopter\2-37806-D-40.wav
2-42101-A-43.wav,2,43,car_horn,False,42101,A,dataset\ESC-50-master\audio\car_horn\2-42101-A-43.wav
2-43802-A-42.wav,2,42,siren,False,43802,A,dataset\ESC-50-master\audio\siren\2-43802-A-42.wav
2-43806-A-42.wav,2,42,siren,False,43806,A,dataset\ESC-50-master\audio\siren\2-43806-A-42.wav
2-50667-A-41.wav,2,41,chainsaw,True,50667,A,dataset\ESC-50-master\audio\chainsaw\2-50667-A-41.wav
2-50667-B-41.wav,2,41,chainsaw,True,50667,B,dataset\ESC-50-master\audio\chainsaw\2-50667-B-41.wav
2-50668-A-41.wav,2,41,chainsaw,True,50668,A,dataset\ESC-50-master\audio\chainsaw\2-50668-A-41.wav
2-50668-B-41.wav,2,41,chainsaw,True,50668,B,dataset\ESC-50-master\audio\chainsaw\2-50668-B-41.wav
2-51630-A-49.wav,2,49,hand_saw,False,51630,A,dataset\ESC-50-master\audio\hand_saw\2-51630-A-49.wav
2-51630-B-49.wav,2,49,hand_saw,False,51630,B,dataset\ESC-50-master\audio\hand_saw\2-51630-B-49.wav
2-54086-A-43.wav,2,43,car_horn,False,54086,A,dataset\ESC-50-master\audio\car_horn\2-54086-A-43.wav
2-56926-A-46.wav,2,46,church_bells,False,56926,A,dataset\ESC-50-master\audio\church_bells\2-56926-A-46.wav
2-57191-A-46.wav,2,46,church_bells,False,57191,A,dataset\ESC-50-master\audio\church_bells\2-57191-A-46.wav
2-59321-A-49.wav,2,49,hand_saw,False,59321,A,dataset\ESC-50-master\audio\hand_saw\2-59321-A-49.wav
2-59565-A-46.wav,2,46,church_bells,False,59565,A,dataset\ESC-50-master\audio\church_bells\2-59565-A-46.wav
2-59566-A-46.wav,2,46,church_bells,False,59566,A,dataset\ESC-50-master\audio\church_bells\2-59566-A-46.wav
2-60180-A-49.wav,2,49,hand_saw,False,60180,A,dataset\ESC-50-master\audio\hand_saw\2-60180-A-49.wav
2-60180-B-49.wav,2,49,hand_saw,False,60180,B,dataset\ESC-50-master\audio\hand_saw\2-60180-B-49.wav
2-61618-A-46.wav,2,46,church_bells,False,61618,A,dataset\ESC-50-master\audio\church_bells\2-61618-A-46.wav
2-68391-A-41.wav,2,41,chainsaw,True,68391,A,dataset\ESC-50-master\audio\chainsaw\2-68391-A-41.wav
2-68391-B-41.wav,2,41,chainsaw,True,68391,B,dataset\ESC-50-master\audio\chainsaw\2-68391-B-41.wav
2-70052-A-42.wav,2,42,siren,False,70052,A,dataset\ESC-50-master\audio\siren\2-70052-A-42.wav
2-70052-B-42.wav,2,42,siren,False,70052,B,dataset\ESC-50-master\audio\siren\2-70052-B-42.wav
2-70936-A-42.wav,2,42,siren,False,70936,A,dataset\ESC-50-master\audio\siren\2-70936-A-42.wav
2-70938-A-42.wav,2,42,siren,False,70938,A,dataset\ESC-50-master\audio\siren\2-70938-A-42.wav
2-70939-A-42.wav,2,42,siren,False,70939,A,dataset\ESC-50-master\audio\siren\2-70939-A-42.wav
2-72688-A-42.wav,2,42,siren,False,72688,A,dataset\ESC-50-master\audio\siren\2-72688-A-42.wav
2-74361-A-47.wav,2,47,airplane,False,74361,A,dataset\ESC-50-master\audio\airplane\2-74361-A-47.wav
2-77346-A-46.wav,2,46,church_bells,False,77346,A,dataset\ESC-50-master\audio\church_bells\2-77346-A-46.wav
2-77347-A-46.wav,2,46,church_bells,False,77347,A,dataset\ESC-50-master\audio\church_bells\2-77347-A-46.wav
2-77945-A-41.wav,2,41,chainsaw,True,77945,A,dataset\ESC-50-master\audio\chainsaw\2-77945-A-41.wav
2-77945-B-41.wav,2,41,chainsaw,True,77945,B,dataset\ESC-50-master\audio\chainsaw\2-77945-B-41.wav
2-78381-A-46.wav,2,46,church_bells,False,78381,A,dataset\ESC-50-master\audio\church_bells\2-78381-A-46.wav
2-78651-A-44.wav,2,44,engine,False,78651,A,dataset\ESC-50-master\audio\engine\2-78651-A-44.wav
2-78781-A-47.wav,2,47,airplane,False,78781,A,dataset\ESC-50-master\audio\airplane\2-78781-A-47.wav
2-78799-A-47.wav,2,47,airplane,False,78799,A,dataset\ESC-50-master\audio\airplane\2-78799-A-47.wav
2-84693-A-49.wav,2,49,hand_saw,False,84693,A,dataset\ESC-50-master\audio\hand_saw\2-84693-A-49.wav
2-96654-A-47.wav,2,47,airplane,False,96654,A,dataset\ESC-50-master\audio\airplane\2-96654-A-47.wav
2-98866-A-47.wav,2,47,airplane,False,98866,A,dataset\ESC-50-master\audio\airplane\2-98866-A-47.wav
3-102583-A-49.wav,3,49,hand_saw,False,102583,A,dataset\ESC-50-master\audio\hand_saw\3-102583-A-49.wav
3-102583-B-49.wav,3,49,hand_saw,False,102583,B,dataset\ESC-50-master\audio\hand_saw\3-102583-B-49.wav
3-102583-C-49.wav,3,49,hand_saw,False,102583,C,dataset\ESC-50-master\audio\hand_saw\3-102583-C-49.wav
3-111102-A-46.wav,3,46,church_bells,False,111102,A,dataset\ESC-50-master\audio\church_bells\3-111102-A-46.wav
3-111102-B-46.wav,3,46,church_bells,False,111102,B,dataset\ESC-50-master\audio\church_bells\3-111102-B-46.wav
3-115382-A-44.wav,3,44,engine,False,115382,A,dataset\ESC-50-master\audio\engine\3-115382-A-44.wav
3-115387-A-47.wav,3,47,airplane,False,115387,A,dataset\ESC-50-master\audio\airplane\3-115387-A-47.wav
3-115387-B-47.wav,3,47,airplane,False,115387,B,dataset\ESC-50-master\audio\airplane\3-115387-B-47.wav
3-115387-C-47.wav,3,47,airplane,False,115387,C,dataset\ESC-50-master\audio\airplane\3-115387-C-47.wav
3-118656-A-41.wav,3,41,chainsaw,True,118656,A,dataset\ESC-50-master\audio\chainsaw\3-118656-A-41.wav
3-118657-A-41.wav,3,41,chainsaw,True,118657,A,dataset\ESC-50-master\audio\chainsaw\3-118657-A-41.wav
3-118657-B-41.wav,3,41,chainsaw,True,118657,B,dataset\ESC-50-master\audio\chainsaw\3-118657-B-41.wav
3-118658-A-41.wav,3,41,chainsaw,True,118658,A,dataset\ESC-50-master\audio\chainsaw\3-118658-A-41.wav
3-118658-B-41.wav,3,41,chainsaw,True,118658,B,dataset\ESC-50-master\audio\chainsaw\3-118658-B-41.wav
3-118972-A-41.wav,3,41,chainsaw,True,118972,A,dataset\ESC-50-master\audio\chainsaw\3-118972-A-41.wav
3-118972-B-41.wav,3,41,chainsaw,True,118972,B,dataset\ESC-50-master\audio\chainsaw\3-118972-B-41.wav
3-119120-A-48.wav,3,48,fireworks,False,119120,A,dataset\ESC-50-master\audio\fireworks\3-119120-A-48.wav
3-119120-B-48.wav,3,48,fireworks,False,119120,B,dataset\ESC-50-master\audio\fireworks\3-119120-B-48.wav
3-119120-C-48.wav,3,48,fireworks,False,119120,C,dataset\ESC-50-master\audio\fireworks\3-119120-C-48.wav
3-119120-D-48.wav,3,48,fireworks,False,119120,D,dataset\ESC-50-master\audio\fireworks\3-119120-D-48.wav
3-119120-E-48.wav,3,48,fireworks,False,119120,E,dataset\ESC-50-master\audio\fireworks\3-119120-E-48.wav
3-119455-A-44.wav,3,44,engine,False,119455,A,dataset\ESC-50-master\audio\engine\3-119455-A-44.wav
3-122110-A-46.wav,3,46,church_bells,False,122110,A,dataset\ESC-50-master\audio\church_bells\3-122110-A-46.wav
3-128160-A-44.wav,3,44,engine,False,128160,A,dataset\ESC-50-master\audio\engine\3-128160-A-44.wav
3-128512-A-47.wav,3,47,airplane,False,128512,A,dataset\ESC-50-master\audio\airplane\3-128512-A-47.wav
3-128512-B-47.wav,3,47,airplane,False,128512,B,dataset\ESC-50-master\audio\airplane\3-128512-B-47.wav
3-135650-A-45.wav,3,45,train,False,135650,A,dataset\ESC-50-master\audio\train\3-135650-A-45.wav
3-135650-B-45.wav,3,45,train,False,135650,B,dataset\ESC-50-master\audio\train\3-135650-B-45.wav
3-136451-A-45.wav,3,45,train,False,136451,A,dataset\ESC-50-master\audio\train\3-136451-A-45.wav
3-138212-A-45.wav,3,45,train,False,138212,A,dataset\ESC-50-master\audio\train\3-138212-A-45.wav
3-139109-A-46.wav,3,46,church_bells,False,139109,A,dataset\ESC-50-master\audio\church_bells\3-139109-A-46.wav
3-141240-A-44.wav,3,44,engine,False,141240,A,dataset\ESC-50-master\audio\engine\3-141240-A-44.wav
3-141240-B-44.wav,3,44,engine,False,141240,B,dataset\ESC-50-master\audio\engine\3-141240-B-44.wav
3-141559-A-45.wav,3,45,train,False,141559,A,dataset\ESC-50-master\audio\train\3-141559-A-45.wav
3-143560-A-47.wav,3,47,airplane,False,143560,A,dataset\ESC-50-master\audio\airplane\3-143560-A-47.wav
3-143562-A-47.wav,3,47,airplane,False,143562,A,dataset\ESC-50-master\audio\airplane\3-143562-A-47.wav
3-145577-A-43.wav,3,43,car_horn,False,145577,A,dataset\ESC-50-master\audio\car_horn\3-145577-A-43.wav
3-146186-A-44.wav,3,44,engine,False,146186,A,dataset\ESC-50-master\audio\engine\3-146186-A-44.wav
3-146697-A-43.wav,3,43,car_horn,False,146697,A,dataset\ESC-50-master\audio\car_horn\3-146697-A-43.wav
3-150979-A-40.wav,3,40,helicopter,True,150979,A,dataset\ESC-50-master\audio\helicopter\3-150979-A-40.wav
3-150979-B-40.wav,3,40,helicopter,True,150979,B,dataset\ESC-50-master\audio\helicopter\3-150979-B-40.wav
3-150979-C-40.wav,3,40,helicopter,True,150979,C,dataset\ESC-50-master\audio\helicopter\3-150979-C-40.wav
3-153057-A-43.wav,3,43,car_horn,False,153057,A,dataset\ESC-50-master\audio\car_horn\3-153057-A-43.wav
3-154758-A-44.wav,3,44,engine,False,154758,A,dataset\ESC-50-master\audio\engine\3-154758-A-44.wav
3-154926-A-40.wav,3,40,helicopter,True,154926,A,dataset\ESC-50-master\audio\helicopter\3-154926-A-40.wav
3-154926-B-40.wav,3,40,helicopter,True,154926,B,dataset\ESC-50-master\audio\helicopter\3-154926-B-40.wav
3-155130-A-43.wav,3,43,car_horn,False,155130,A,dataset\ESC-50-master\audio\car_horn\3-155130-A-43.wav
3-155234-A-43.wav,3,43,car_horn,False,155234,A,dataset\ESC-50-master\audio\car_horn\3-155234-A-43.wav
3-157492-A-45.wav,3,45,train,False,157492,A,dataset\ESC-50-master\audio\train\3-157492-A-45.wav
3-159445-A-45.wav,3,45,train,False,159445,A,dataset\ESC-50-master\audio\train\3-159445-A-45.wav
3-159445-B-45.wav,3,45,train,False,159445,B,dataset\ESC-50-master\audio\train\3-159445-B-45.wav
3-161010-A-43.wav,3,43,car_horn,False,161010,A,dataset\ESC-50-master\audio\car_horn\3-161010-A-43.wav
3-165856-A-41.wav,3,41,chainsaw,True,165856,A,dataset\ESC-50-master\audio\chainsaw\3-165856-A-41.wav
3-172881-A-48.wav,3,48,fireworks,False,172881,A,dataset\ESC-50-master\audio\fireworks\3-172881-A-48.wav
3-172922-A-48.wav,3,48,fireworks,False,172922,A,dataset\ESC-50-master\audio\fireworks\3-172922-A-48.wav
3-174840-A-43.wav,3,43,car_horn,False,174840,A,dataset\ESC-50-master\audio\car_horn\3-174840-A-43.wav
3-193767-A-47.wav,3,47,airplane,False,193767,A,dataset\ESC-50-master\audio\airplane\3-193767-A-47.wav
3-208820-A-49.wav,3,49,hand_saw,False,208820,A,dataset\ESC-50-master\audio\hand_saw\3-208820-A-49.wav
3-243726-A-43.wav,3,43,car_horn,False,243726,A,dataset\ESC-50-master\audio\car_horn\3-243726-A-43.wav
3-251617-A-48.wav,3,48,fireworks,False,251617,A,dataset\ESC-50-master\audio\fireworks\3-251617-A-48.wav
3-259622-A-44.wav,3,44,engine,False,259622,A,dataset\ESC-50-master\audio\engine\3-259622-A-44.wav
3-51376-A-42.wav,3,42,siren,False,51376,A,dataset\ESC-50-master\audio\siren\3-51376-A-42.wav
3-51731-A-42.wav,3,42,siren,False,51731,A,dataset\ESC-50-master\audio\siren\3-51731-A-42.wav
3-51731-B-42.wav,3,42,siren,False,51731,B,dataset\ESC-50-master\audio\siren\3-51731-B-42.wav
3-51909-A-42.wav,3,42,siren,False,51909,A,dataset\ESC-50-master\audio\siren\3-51909-A-42.wav
3-51909-B-42.wav,3,42,siren,False,51909,B,dataset\ESC-50-master\audio\siren\3-51909-B-42.wav
3-58772-A-42.wav,3,42,siren,False,58772,A,dataset\ESC-50-master\audio\siren\3-58772-A-42.wav
3-62878-A-42.wav,3,42,siren,False,62878,A,dataset\ESC-50-master\audio\siren\3-62878-A-42.wav
3-62878-B-42.wav,3,42,siren,False,62878,B,dataset\ESC-50-master\audio\siren\3-62878-B-42.wav
3-68630-A-40.wav,3,40,helicopter,True,68630,A,dataset\ESC-50-master\audio\helicopter\3-68630-A-40.wav
3-68630-B-40.wav,3,40,helicopter,True,68630,B,dataset\ESC-50-master\audio\helicopter\3-68630-B-40.wav
3-68630-C-40.wav,3,40,helicopter,True,68630,C,dataset\ESC-50-master\audio\helicopter\3-68630-C-40.wav
3-87936-A-46.wav,3,46,church_bells,False,87936,A,dataset\ESC-50-master\audio\church_bells\3-87936-A-46.wav
3-87936-B-46.wav,3,46,church_bells,False,87936,B,dataset\ESC-50-master\audio\church_bells\3-87936-B-46.wav
3-96606-A-49.wav,3,49,hand_saw,False,96606,A,dataset\ESC-50-master\audio\hand_saw\3-96606-A-49.wav
3-96606-B-49.wav,3,49,hand_saw,False,96606,B,dataset\ESC-50-master\audio\hand_saw\3-96606-B-49.wav
3-97909-A-49.wav,3,49,hand_saw,False,97909,A,dataset\ESC-50-master\audio\hand_saw\3-97909-A-49.wav
